filename,syllabus,session_code,session_name,year,paper_number,paper_type,variant,question_number,question_text,marks,time_period,stratum,human_topic
0607_w19_qp_42.json,0607,w,Oct/Nov,2019,4,calculator,2,3(a),Show that Bill's share is $128.,1,early,calculator | early,topics in arithmetic
0607_w19_qp_43.json,0607,w,Oct/Nov,2019,4,calculator,3,9(b),Explain why angle BON = 58°.,1,early,calculator | early,angles
0607_w20_qp_23.json,0607,w,Oct/Nov,2020,2,non_calculator,3,1,Work out (0.2)^3.,1,early,non_calculator | early,exponents and surds
0607_w20_qp_23.json,0607,w,Oct/Nov,2020,2,non_calculator,3,15,\log x = 2 \log 3 - 5 \log 2 Find the value of x.,2,early,non_calculator | early,logarithms
0607_w20_qp_42.json,0607,w,Oct/Nov,2020,4,calculator,2,6(c),Find the shortest distance from B to AC.,2,early,calculator | early,Pythagoras
0607_w20_qp_42.json,0607,w,Oct/Nov,2020,4,calculator,2,11(a),Solve f(x) = g(x).,2,early,calculator | early,graphing functions
0607_w21_qp_42.json,0607,w,Oct/Nov,2021,4,calculator,2,8(a)(iv),Find g^(-1)(x).,2,late,calculator | late,functions
0607_w21_qp_43.json,0607,w,Oct/Nov,2021,4,calculator,3,8(d)(i),Describe fully the single transformation that maps y = f(x) onto y = f(x + 1).,2,late,calculator | late,transformations
0607_w21_qp_43.json,0607,w,Oct/Nov,2021,4,calculator,3,9(c),Write down the mathematical name of quadrilateral AOBP.,1,late,calculator | late,mensuration
0607_w21_qp_43.json,0607,w,Oct/Nov,2021,4,calculator,3,13(b)(iii),Find the probability that there are now exactly 7 blue balls in Bag 1.,3,late,calculator | late,probability
0607_w22_qp_23.json,0607,w,Oct/Nov,2022,2,non_calculator,3,5(b),"An unbiased six-sided die is numbered 1, 2, 3, 4, 5, 6. The die is rolled. Find the probability that it shows a number greater than 6.",1,late,non_calculator | late,probability
0607_w22_qp_41.json,0607,w,Oct/Nov,2022,4,calculator,1,2(b),Find the mean price of one barrel of oil.,1,late,calculator | late,statistics
0607_w22_qp_41.json,0607,w,Oct/Nov,2022,4,calculator,1,12(a)(ii),"When a = 17, write down the value of b.",1,late,calculator | late,variation and proportion
0607_w23_qp_22.json,0607,w,Oct/Nov,2023,2,non_calculator,2,12,Solve x^2 - 2x - 6 = 0. Give your answer in the form a ± ∙b where a and b are integers.,3,late,non_calculator | late,solving quadratic equations
0607_w23_qp_23.json,0607,w,Oct/Nov,2023,2,non_calculator,3,6,The angles of a triangle are in the ratio 2:3:7. Find each angle.,3,late,non_calculator | late,similarity
0607_w23_qp_41.json,0607,w,Oct/Nov,2023,4,calculator,1,4(a)(ii),"A is the point (2, 6) and B is the image of point A after a translation by the vector p. Find the coordinates of B.",1,late,calculator | late,transformations
0607_w23_qp_41.json,0607,w,Oct/Nov,2023,4,calculator,1,4(c)(iii),Reflect triangle T in the y-axis.,1,late,calculator | late,transformations
0607_w23_qp_41.json,0607,w,Oct/Nov,2023,4,calculator,1,5(c),Find g(f(4)).,2,late,calculator | late,functions
0607_w23_qp_41.json,0607,w,Oct/Nov,2023,4,calculator,1,9(a),On any day the probability that Samira cycles to school is 5/6. Find the number of days Samira is expected to cycle to school in a school term of 54 days.,1,late,calculator | late,probability
0607_w23_qp_41.json,0607,w,Oct/Nov,2023,4,calculator,1,9(d),"In a school week of 5 days, find the probability that Samira cycles to school on exactly 1 day.",3,late,calculator | late,probability
0607_w23_qp_42.json,0607,w,Oct/Nov,2023,4,calculator,2,1(a),Reflect triangle T in the line x = -1. Label the image A.,2,late,calculator | late,transformations
0607_w23_qp_42.json,0607,w,Oct/Nov,2023,4,calculator,2,10(c)(ii),Calculate the shaded area.,4,late,calculator | late,mensuration
0607_w23_qp_43.json,0607,w,Oct/Nov,2023,4,calculator,3,2(a)(i),Find the mode of Sunni's last 12 scores.,1,late,calculator | late,statistics
0607_w23_qp_43.json,0607,w,Oct/Nov,2023,4,calculator,3,12(b),"A is the point (-5, 8) and B is the point (1, -2). Find the equation of the perpendicular bisector of AB.",5,late,calculator | late,straight lines
0607_w24_qp_41.json,0607,w,Oct/Nov,2024,4,calculator,1,9(d),The line y = x - 2 intersects the curve y = f(x) three times. Find the x-coordinate of each point of intersection.,3,late,calculator | late,graphing functions
0607_w25_qp_21.json,0607,w,Oct/Nov,2025,2,non_calculator,1,15(a),"$f(x) = 3x - 1, \quad g(x) = 3 - 2x, \quad h(x) = x^2 - 2x + 3$
Find $f(-3)$.

[1]",1,late,non_calculator | late,functions
0607_w25_qp_22.json,0607,w,Oct/Nov,2025,2,non_calculator,2,14(b),Write down two triangles that are congruent.,1,late,non_calculator | late,similarity
0607_w25_qp_22.json,0607,w,Oct/Nov,2025,2,non_calculator,2,20(a),Factorise 4x^2 - 4x - 3,2,late,non_calculator | late,expanding and factorising
0607_w25_qp_23.json,0607,w,Oct/Nov,2025,2,non_calculator,3,7(a),"U = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10}, A = {odd numbers}, B = {square numbers}. Find A \cap B.",1,late,non_calculator | late,sets and Venn diagrams
