filename,question_number,topic,confidence,syllabus,session_code,session_name,year,paper_number,paper_type,variant,question_text,marks
0607_m21_qp_22.json,9(b)(i),circle theorems,high,607,m,Mar/May,2021,2,non_calculator,2,"P, Q, R, S and T are points on the circle centre O. TOQ is a straight line. Find angle STR.",1
0607_m21_qp_22.json,9(b)(ii),circle theorems,high,607,m,Mar/May,2021,2,non_calculator,2,Find angle QOR.,1
0607_m21_qp_22.json,10,topics in arithmetic,high,607,m,Mar/May,2021,2,non_calculator,2,Aisha picks three number cards from a pack. The mean of the three numbers is 6 1/3. She picks another card from the pack. The mean of the four numbers is 6 1/2. Work out the number on the fourth card.,3
0607_m21_qp_22.json,11,sequences,high,607,m,Mar/May,2021,2,non_calculator,2,"Find the next term and an expression for the nth term of this sequence. 35, 29, 19, 5, ...",3
0607_m21_qp_22.json,12,solving linear equations,high,607,m,Mar/May,2021,2,non_calculator,2,Rearrange this formula to make x the subject. y = (a - x) / (3x),3
0607_m21_qp_22.json,13,exponents and surds,high,607,m,Mar/May,2021,2,non_calculator,2,Rationalise the denominator and simplify. 2 / (√5 + 1),3
0607_m21_qp_22.json,14,expanding and factorising,high,607,m,Mar/May,2021,2,non_calculator,2,Write as a single fraction in its simplest form. 3a / (a + 4) - (a - 1) / (2a),3
0607_m21_qp_42.json,1(a)(i),transformations,high,607,m,Mar/May,2021,4,calculator,2,"Rotate triangle A through 90° anticlockwise about (0, 0). Label the image B.",2
0607_m21_qp_42.json,1(a)(ii),transformations,high,607,m,Mar/May,2021,4,calculator,2,Reflect triangle A in the y-axis. Label the image C.,1
0607_m21_qp_42.json,1(a)(iii),transformations,high,607,m,Mar/May,2021,4,calculator,2,Describe fully the single transformation that maps triangle B onto triangle C.,2
0607_m21_qp_42.json,1(b),transformations,high,607,m,Mar/May,2021,4,calculator,2,Describe fully the single transformation that maps trapezium D onto trapezium E.,3
0607_m21_qp_42.json,2(a),topics in arithmetic,high,607,m,Mar/May,2021,4,calculator,2,Write 260512 correct to 3 significant figures.,1
0607_m21_qp_42.json,2(b),topics in arithmetic,high,607,m,Mar/May,2021,4,calculator,2,Write 0.000000576 in standard form.,1
0607_m21_qp_42.json,2(c),topics in arithmetic,high,607,m,Mar/May,2021,4,calculator,2,Calculate \sqrt{27^2 - 6 \times 31^{0.3}}. Give your answer correct to 1 decimal place.,2
0607_m21_qp_42.json,2(d)(i),topics in arithmetic,high,607,m,Mar/May,2021,4,calculator,2,Work out 37% of $820.,2
0607_m21_qp_42.json,2(d)(ii),topics in arithmetic,high,607,m,Mar/May,2021,4,calculator,2,Work out $36 as a percentage of $150.,1
0607_m21_qp_42.json,2(e)(i),topics in arithmetic,high,607,m,Mar/May,2021,4,calculator,2,"An amount of money is shared between Alan, Bjorn and Carlo in the ratio 3 : 7 : 5. Carlo receives $695. Find the total amount of money shared.",3
0607_m21_qp_42.json,2(e)(ii),topics in arithmetic,high,607,m,Mar/May,2021,4,calculator,2,Carlo invests 40% of his $695 at a rate of 1.2% per year compound interest. Calculate the value of his investment at the end of 5 years.,3
0607_m21_qp_42.json,2(f),topics in arithmetic,high,607,m,Mar/May,2021,4,calculator,2,"Dana invests $2100 for 12 years at a rate of x% per year compound interest. At the end of the 12 years, the value of her investment is $2663.31. Calculate the value of x.",3
0607_m21_qp_42.json,3(a)(i),straight lines,high,607,m,Mar/May,2021,4,calculator,2,Write down the coordinates of the point where the line y = -2x + 3 crosses the y-axis.,1
0607_m21_qp_42.json,3(a)(ii),straight lines,high,607,m,Mar/May,2021,4,calculator,2,Write down the gradient of the line y = -2x + 3.,1
0607_m21_qp_42.json,3(b),straight lines,high,607,m,Mar/May,2021,4,calculator,2,The line x + y = 6 crosses the line x = -2 at point A. Find the y-coordinate of A.,1
0607_m21_qp_42.json,3(c),straight lines,high,607,m,Mar/May,2021,4,calculator,2,"Find the equation of the straight line that passes through the points (3, -1) and (12, 5).",3
0607_m21_qp_42.json,3(d),straight lines,high,607,m,Mar/May,2021,4,calculator,2,"The line L passes through the point (3, 4). Line L is perpendicular to the line 2y = 5x + 6. Find the equation of line L.",4
0607_m21_qp_42.json,3(e)(i),inequalities,high,607,m,Mar/May,2021,4,calculator,2,"On the grid, draw the lines y = 4, x + y = 3 and y = x - 1.",3
0607_m21_qp_42.json,3(e)(ii),inequalities,high,607,m,Mar/May,2021,4,calculator,2,"By shading the unwanted regions, find and label the region R that satisfies these three inequalities: y <= 4, x + y >= 3, y >= x - 1.",1
0607_m21_qp_42.json,4(a)(i),statistics,high,607,m,Mar/May,2021,4,calculator,2,"The mass, m grams, of each of 50 apples is found. The results are shown in the table. Write down the modal class.",1
0607_m21_qp_42.json,4(a)(ii),statistics,high,607,m,Mar/May,2021,4,calculator,2,Calculate an estimate of the mean.,2
0607_m21_qp_42.json,4(b)(i),statistics,high,607,m,Mar/May,2021,4,calculator,2,"The mass, x grams, of each of 120 different apples is found. Complete the cumulative frequency column in Table 2.",2
0607_m21_qp_42.json,4(b)(ii),statistics,high,607,m,Mar/May,2021,4,calculator,2,"On the grid, draw the cumulative frequency curve to show the results in Table 2.",3
0607_m21_qp_42.json,4(b)(iii)(a),statistics,high,607,m,Mar/May,2021,4,calculator,2,"Use your cumulative frequency curve to estimate the median,",1
0607_m21_qp_42.json,4(b)(iii)(b),statistics,high,607,m,Mar/May,2021,4,calculator,2,the interquartile range.,2
0607_m21_qp_42.json,5(a),trigonometry,high,607,m,Mar/May,2021,4,calculator,2,Calculate the length of AC.,2
0607_m21_qp_42.json,5(b),mensuration,high,607,m,Mar/May,2021,4,calculator,2,The diagram shows a circle with centre O and radius 16 cm. Calculate the length of the major arc AB.,2
0607_m21_qp_42.json,5(c),mensuration,high,607,m,Mar/May,2021,4,calculator,2,The diagram shows a prism with length 12 cm. The cross-section of the prism is a quarter of a circle. The radius of the circle is 6 cm. Calculate the volume of the prism.,2
0607_m21_qp_42.json,5(d)(i),solving quadratic equations,high,607,m,Mar/May,2021,4,calculator,2,Shape ABCDE is made by joining rectangle ABDE and triangle BCD. The perpendicular height of triangle BCD is (2x + 4) cm. The total area of ABCDE is 11 cm^2. Show that 2x^2 - 3x - 20 = 0.,3
0607_m21_qp_42.json,5(d)(ii),expanding and factorising,high,607,m,Mar/May,2021,4,calculator,2,Factorise 2x^2 - 3x - 20.,2
0607_m21_qp_42.json,5(d)(iii),solving quadratic equations,high,607,m,Mar/May,2021,4,calculator,2,Use your answer to part (ii) to solve the equation 2x^2 - 3x - 20 = 0.,1
0607_m21_qp_42.json,5(d)(iv),solving quadratic equations,high,607,m,Mar/May,2021,4,calculator,2,Find the perpendicular height of triangle BCD.,1
0607_m21_qp_42.json,6(a)(i),variation and proportion,high,607,m,Mar/May,2021,4,calculator,2,"y is inversely proportional to the square of x. When x = 2, y = 8. Find y in terms of x.",2
0607_m21_qp_42.json,6(a)(ii),variation and proportion,high,607,m,Mar/May,2021,4,calculator,2,Find the value of y when x = 4.,1
0607_m21_qp_42.json,6(a)(iii),variation and proportion,high,607,m,Mar/May,2021,4,calculator,2,Find the value of x when y = 128.,2
0607_m21_qp_42.json,6(b),variation and proportion,high,607,m,Mar/May,2021,4,calculator,2,"r is directly proportional to the cube of (p + 1). When p = 1, r = 16. Find the value of r when p = 4.",3
0607_m21_qp_42.json,7(a),functions,high,607,m,Mar/May,2021,4,calculator,2,"g(x) = 1 / (x - 2), x != 2. On the diagram, sketch the graph of y = g(x) for values of x between -4 and 3.",3
0607_m21_qp_42.json,7(b),functions,high,607,m,Mar/May,2021,4,calculator,2,Write down the equations of the asymptotes of the graph of y = g(x).,2
0607_m21_qp_42.json,7(c),inequalities,high,607,m,Mar/May,2021,4,calculator,2,h(x) = (x + 1)^2 - 3. Solve the inequality g(x) > h(x).,4
0607_m21_qp_42.json,8(a),angles,high,607,m,Mar/May,2021,4,calculator,2,Rani sails in a boat race around a triangular course. She sails from A to B to C and then directly back to A. B is due north of C. Find the bearing Rani sails on from C to A.,1
0607_m21_qp_42.json,8(b),trigonometry,high,607,m,Mar/May,2021,4,calculator,2,"Show that AB = 20.3 km, correct to 1 decimal place.",3
0607_m21_qp_42.json,8(c),trigonometry,high,607,m,Mar/May,2021,4,calculator,2,Calculate the bearing of B from A.,3
0607_m21_qp_42.json,8(d),topics in arithmetic,high,607,m,Mar/May,2021,4,calculator,2,Rani starts the race at 08 57 and returns to A at 12 33. Calculate the average speed of her boat in km/h.,3
0607_m21_qp_42.json,9(a)(i),sets and Venn diagrams,high,607,m,Mar/May,2021,4,calculator,2,"The Venn diagram shows information about 115 people who play musical instruments. F = {people who play the flute}, D = {people who play the drums}. Calculate the number of people who play both the flute and the drums.",3
0607_m21_qp_42.json,9(a)(ii),sets and Venn diagrams,high,607,m,Mar/May,2021,4,calculator,2,"On the Venn diagram, shade F' \cap D.",1
0607_m21_qp_42.json,9(a)(iii),sets and Venn diagrams,high,607,m,Mar/May,2021,4,calculator,2,Briony plays both the flute and the drums. Use set notation to complete the statement. Briony ...... (F \cap D),1
0607_m21_qp_42.json,9(b)(i),probability,high,607,m,Mar/May,2021,4,calculator,2,"Briony has 6 red socks, 4 green socks and 8 white socks. She picks a sock at random. Find the probability that the sock is green.",1
0607_m21_qp_42.json,9(b)(ii),probability,high,607,m,Mar/May,2021,4,calculator,2,"Briony replaces the sock. She now picks two socks at random, without replacement. Calculate the probability that the two socks are different colours.",4
0607_m21_qp_42.json,10(a),similarity,high,607,m,Mar/May,2021,4,calculator,2,Cone A has radius r and perpendicular height h. Cone B is mathematically similar to cone A. Solid C is formed by removing cone A from cone B. The ratio height of cone A : height of cone B = 2 : 3. Find the ratio volume of cone A : volume of solid C.,3
0607_m21_qp_42.json,10(b),mensuration,high,607,m,Mar/May,2021,4,calculator,2,Cone A has radius 4 cm and height 10 cm. Calculate the total surface area of solid C.,8
0607_m21_qp_42.json,11(a),functions,high,607,m,Mar/May,2021,4,calculator,2,"f(x) = 3x + 1, g(x) = x^2 - 5, h(x) = 3^x. Find g(3).",1
0607_m21_qp_42.json,11(b),functions,high,607,m,Mar/May,2021,4,calculator,2,Find f(h(2)).,2
0607_m21_qp_42.json,11(c),functions,high,607,m,Mar/May,2021,4,calculator,2,Find the value of r when f(r) = r.,2
0607_m21_qp_42.json,11(d),functions,high,607,m,Mar/May,2021,4,calculator,2,Solve g(f(x)) = 20.,3
0607_m21_qp_42.json,11(e),functions,high,607,m,Mar/May,2021,4,calculator,2,Find h^{-1}(x).,2
0607_m22_qp_22.json,1,topics in arithmetic,high,607,m,Mar/May,2022,2,non_calculator,2,Write down a cube number between 10 and 100.,1
0607_m22_qp_22.json,2,topics in arithmetic,high,607,m,Mar/May,2022,2,non_calculator,2,Work out (0.1)^4.,1
0607_m22_qp_22.json,3,topics in arithmetic,high,607,m,Mar/May,2022,2,non_calculator,2,"Alex goes to sleep at 2040 and wakes up the next morning at 0610. Work out the length of time, in hours and minutes, that Alex is asleep.",1
0607_m22_qp_22.json,4(a),vectors,high,607,m,Mar/May,2022,2,non_calculator,2,Work out \begin{pmatrix} 2 \\ 3 \end{pmatrix} - \begin{pmatrix} -3 \\ 5 \end{pmatrix}.,2
0607_m22_qp_22.json,4(b),vectors,high,607,m,Mar/May,2022,2,non_calculator,2,"F is the point (5, 7). The vector that maps F onto the point G is \begin{pmatrix} -1 \\ 3 \end{pmatrix}. Find the coordinates of G.",1
0607_m22_qp_22.json,5,topics in arithmetic,high,607,m,Mar/May,2022,2,non_calculator,2,"Work out \frac{3}{4} - \frac{1}{6}, giving your answer as a fraction in its lowest terms.",2
0607_m22_qp_22.json,6,topics in arithmetic,high,607,m,Mar/May,2022,2,non_calculator,2,Divide $140 in the ratio 2 : 1 : 4.,2
0607_m22_qp_22.json,7,mensuration,high,607,m,Mar/May,2022,2,non_calculator,2,The volume of a hemisphere with radius 3 cm is k \pi \text{ cm}^3. Find the value of k.,2
0607_m22_qp_22.json,8,exponents and surds,high,607,m,Mar/May,2022,2,non_calculator,2,Write 4^{-2} as a fraction.,1
0607_m22_qp_22.json,9,topics in arithmetic,high,607,m,Mar/May,2022,2,non_calculator,2,A train is travelling at a speed of 30 m/s. The length of the train is 70 m. The train passes through a station of length 170 m. Find the time the train takes to pass completely through the station.,2
0607_m22_qp_22.json,10(a),similarity,high,607,m,Mar/May,2022,2,non_calculator,2,Triangle PQR is similar to triangle ABC. Work out the length of PR.,2
0607_m22_qp_22.json,10(b),similarity,high,607,m,Mar/May,2022,2,non_calculator,2,Two mathematically similar containers have capacities of 27 litres and 8 litres. The surface area of the smaller container is 1600 \text{ cm}^2. Work out the surface area of the larger container.,3
0607_m22_qp_22.json,11,expanding and factorising,high,607,m,Mar/May,2022,2,non_calculator,2,Factorise 1 + x - y - xy.,2
0607_m22_qp_22.json,12(a),transformations,high,607,m,Mar/May,2022,2,non_calculator,2,Describe fully the single transformation that maps triangle P onto triangle Q.,3
0607_m22_qp_22.json,12(b),transformations,high,607,m,Mar/May,2022,2,non_calculator,2,Stretch triangle T by a factor of 2 with invariant line x = 1.,2
0607_m22_qp_22.json,13,exponents and surds,high,607,m,Mar/May,2022,2,non_calculator,2,Rationalise the denominator of \frac{2}{\sqrt{3}}.,1
0607_m22_qp_22.json,14(a),topics in arithmetic,high,607,m,Mar/May,2022,2,non_calculator,2,"In this calculation, the three numbers are written in standard form: (4 \times 10^p) \times (n \times 10^{p+2}) = 3.2 \times 10^t. n, p and t are integers. Find the value of n.",1
0607_m22_qp_22.json,14(b),topics in arithmetic,high,607,m,Mar/May,2022,2,non_calculator,2,Find t in terms of p.,1
0607_m22_qp_22.json,15,expanding and factorising,high,607,m,Mar/May,2022,2,non_calculator,2,Simplify \frac{x - 4}{x^2 - 16}.,2
0607_m22_qp_22.json,16,solving quadratic equations,high,607,m,Mar/May,2022,2,non_calculator,2,The solutions to the equation x^2 + gx + h = 0 are \frac{1 - \sqrt{17}}{2} and \frac{1 + \sqrt{17}}{2}. Find the value of g and the value of h.,3
0607_m22_qp_22.json,17,expanding and factorising,high,607,m,Mar/May,2022,2,non_calculator,2,"Write as a single fraction, giving your answer in its simplest form: 2 - \frac{3}{1 + x}.",2
0607_m22_qp_22.json,18,logarithms,high,607,m,Mar/May,2022,2,non_calculator,2,Find the value of \log 5 + \log 8 - 2 \log 2.,3
0607_m22_qp_42.json,1(a),straight lines,high,607,m,Mar/May,2022,4,calculator,2,Find the gradient and y-intercept of the line with equation 3x + 4y = 24.,3
0607_m22_qp_42.json,1(b)(i),straight lines,high,607,m,Mar/May,2022,4,calculator,2,Show that the equation of line L is 2y - x = 2.,3
0607_m22_qp_42.json,1(b)(ii),straight lines,high,607,m,Mar/May,2022,4,calculator,2,"Find the equation of the line parallel to L that passes through the point (0, 7). Give your answer in the form y = mx + c.",2
0607_m22_qp_42.json,2(a),topics in arithmetic,high,607,m,Mar/May,2022,4,calculator,2,Find 12 kg as a percentage of 80 kg.,1
0607_m22_qp_42.json,2(b),topics in arithmetic,high,607,m,Mar/May,2022,4,calculator,2,Find 19% of $250.,2
0607_m22_qp_42.json,2(c),topics in arithmetic,high,607,m,Mar/May,2022,4,calculator,2,"Xavier invests $500 at a rate of 1.5% per year simple interest. At the end of y years, the value of Xavier's investment is $612.50. Find the value of y.",3
0607_m22_qp_42.json,2(d)(i),topics in arithmetic,high,607,m,Mar/May,2022,4,calculator,2,Calculate the value of the car at the end of 3 years. Give your answer correct to the nearest dollar.,3
0607_m22_qp_42.json,2(d)(ii),topics in arithmetic,high,607,m,Mar/May,2022,4,calculator,2,Find the number of complete years for the value of $20000 to decrease until it is first below $1000.,4
0607_m22_qp_42.json,2(e),topics in arithmetic,high,607,m,Mar/May,2022,4,calculator,2,"Each year the value of another car decreases by r% of its value at the beginning of that year. At the end of 10 years, the value has decreased from $12 000 to $4673. Find the value of r.",3
0607_m22_qp_42.json,3(a)(i),statistics,high,607,m,Mar/May,2022,4,calculator,2,Find the mode,1
0607_m22_qp_42.json,3(a)(ii),statistics,high,607,m,Mar/May,2022,4,calculator,2,Find the range,1
0607_m22_qp_42.json,3(a)(iii),statistics,high,607,m,Mar/May,2022,4,calculator,2,Find the median,1
0607_m22_qp_42.json,3(a)(iv),statistics,high,607,m,Mar/May,2022,4,calculator,2,Find the lower quartile,1
0607_m22_qp_42.json,3(b),statistics,high,607,m,Mar/May,2022,4,calculator,2,Calculate an estimate of the mean height.,2
0607_m22_qp_42.json,3(c),statistics,high,607,m,Mar/May,2022,4,calculator,2,"When using mid-interval values, an estimate of the mean value of t is 25.4. Find the value of n.",4
0607_m22_qp_42.json,4(a),angles,high,607,m,Mar/May,2022,4,calculator,2,"Find the values of a, b and c.",3
0607_m22_qp_42.json,4(b),angles,high,607,m,Mar/May,2022,4,calculator,2,"Find the values of u, v, w, x, y and z.",6
0607_m22_qp_42.json,5(a)(i),expanding and factorising,high,607,m,Mar/May,2022,4,calculator,2,Expand and simplify (2x + 3)^2.,2
0607_m22_qp_42.json,5(a)(ii),expanding and factorising,high,607,m,Mar/May,2022,4,calculator,2,The equation 4x^2 + 12x + 5 = 0 can be written as (2x + 3)^2 = k. Find the value of k.,1
0607_m22_qp_42.json,5(a)(iii),solving quadratic equations,high,607,m,Mar/May,2022,4,calculator,2,Use your answer to part (ii) to solve the equation 4x^2 + 12x + 5 = 0.,2
0607_m22_qp_42.json,5(b)(i),solving linear equations,high,607,m,Mar/May,2022,4,calculator,2,Find x in terms of w.,2
0607_m22_qp_42.json,5(b)(ii),solving linear equations,high,607,m,Mar/May,2022,4,calculator,2,Find x when w = 3.25.,1
0607_m22_qp_42.json,5(b)(iii),solving linear equations,high,607,m,Mar/May,2022,4,calculator,2,Find w in terms of x.,3
0607_m22_qp_42.json,6(a),expanding and factorising,high,607,m,Mar/May,2022,4,calculator,2,Show that 5x^2 + 2x - 88 = 0.,4
0607_m22_qp_42.json,6(b),expanding and factorising,high,607,m,Mar/May,2022,4,calculator,2,Factorise 5x^2 + 2x - 88.,2
0607_m22_qp_42.json,6(c),mensuration,high,607,m,Mar/May,2022,4,calculator,2,Find the area of the smaller rectangle.,2
0607_m22_qp_42.json,7(a),functions,high,607,m,Mar/May,2022,4,calculator,2,"On the diagram, sketch the graph of y = f(x).",2
0607_m22_qp_42.json,7(b),functions,high,607,m,Mar/May,2022,4,calculator,2,Write down the zeros of f(x).,2
0607_m22_qp_42.json,7(c),functions,high,607,m,Mar/May,2022,4,calculator,2,Write down the coordinates of the local maximum.,1
0607_m22_qp_42.json,7(d),functions,high,607,m,Mar/May,2022,4,calculator,2,The equation |4 - x^2| = k has 4 solutions and k is an integer. Write down a possible value of k.,1
0607_m22_qp_42.json,7(e)(i),functions,high,607,m,Mar/May,2022,4,calculator,2,"On the diagram, sketch the graph of y = 2x.",1
0607_m22_qp_42.json,7(e)(ii),functions,high,607,m,Mar/May,2022,4,calculator,2,Solve the equation |4 - x^2| = 2x.,2
0607_m22_qp_42.json,7(e)(iii),inequalities,high,607,m,Mar/May,2022,4,calculator,2,"On the diagram, shade the regions where y >= 0, y <= 2x and y <= |4 - x^2|.",2
0607_m22_qp_42.json,8(a)(i),functions,high,607,m,Mar/May,2022,4,calculator,2,Find the value of f(12),1
0607_m22_qp_42.json,8(a)(ii),functions,high,607,m,Mar/May,2022,4,calculator,2,Find the value of g(f(12)),1
0607_m22_qp_42.json,8(b),functions,high,607,m,Mar/May,2022,4,calculator,2,Find the value of x when f(x) = g(x).,2
0607_m22_qp_42.json,8(c),functions,high,607,m,Mar/May,2022,4,calculator,2,"Find f(g(x)), giving your answer in its simplest form.",2
0607_m22_qp_42.json,8(d),functions,high,607,m,Mar/May,2022,4,calculator,2,Find g^(-1)(x).,2
0607_m22_qp_42.json,8(e),functions,high,607,m,Mar/May,2022,4,calculator,2,Find x when h(x) = f(0.5).,2
0607_m22_qp_42.json,8(f),functions,high,607,m,Mar/May,2022,4,calculator,2,Find h^(-1)(x).,2
0607_m22_qp_42.json,9(a),trigonometry,high,607,m,Mar/May,2022,4,calculator,2,Calculate the value of x.,3
0607_m22_qp_42.json,9(b)(i),trigonometry,high,607,m,Mar/May,2022,4,calculator,2,Calculate angle ABC.,3
0607_m22_qp_42.json,9(b)(ii),trigonometry,high,607,m,Mar/May,2022,4,calculator,2,T is the point on AB that is the shortest distance from C. Calculate BT.,3
0607_m22_qp_42.json,9(c),trigonometry,high,607,m,Mar/May,2022,4,calculator,2,"Another triangle PQR has QR = 12 cm, PR = 7 cm and angle PQR = 35°. Calculate the difference between the two possible values of angle QPR.",5
0607_m22_qp_42.json,10(a),probability,high,607,m,Mar/May,2022,4,calculator,2,Complete the tree diagram.,3
0607_m22_qp_42.json,10(b)(i),probability,high,607,m,Mar/May,2022,4,calculator,2,Find the probability that on one day Zena does not wear a sweatshirt and she goes for a walk.,2
0607_m22_qp_42.json,10(b)(ii),probability,high,607,m,Mar/May,2022,4,calculator,2,Find the probability that on one day Zena goes for a walk.,2
0607_m22_qp_42.json,10(c)(i),probability,high,607,m,Mar/May,2022,4,calculator,2,Find the probability that Zena does not wear a sweatshirt when she goes for a walk.,2
0607_m22_qp_42.json,10(c)(ii),probability,high,607,m,Mar/May,2022,4,calculator,2,Complete the tree diagram above.,3
0607_m22_qp_42.json,11(a),trigonometry,high,607,m,Mar/May,2022,4,calculator,2,Calculate the value of y.,3
0607_m22_qp_42.json,11(b)(i),trigonometry,high,607,m,Mar/May,2022,4,calculator,2,Show that A = (8x/45) * pi - 32 sin x.,2
0607_m22_qp_42.json,11(b)(ii),trigonometry,high,607,m,Mar/May,2022,4,calculator,2,Find the value of A when x = 90.,1
0607_m22_qp_42.json,11(b)(iii),trigonometry,high,607,m,Mar/May,2022,4,calculator,2,"By sketching the graph of A = (8x/45) * pi - 32 sin x, find the value of x when A = 5.5.",3
0607_m23_qp_22.json,1(a),topics in arithmetic,high,607,m,Mar/May,2023,2,non_calculator,2,From this list of numbers write down a prime number,1
0607_m23_qp_22.json,1(b),topics in arithmetic,high,607,m,Mar/May,2023,2,non_calculator,2,From this list of numbers write down a square number.,1
0607_m23_qp_22.json,2,topics in arithmetic,high,607,m,Mar/May,2023,2,non_calculator,2,Work out 10% of 250.,1
0607_m23_qp_22.json,3(a),topics in arithmetic,high,607,m,Mar/May,2023,2,non_calculator,2,Work out. 2.04 * 20,1
0607_m23_qp_22.json,3(b),topics in arithmetic,high,607,m,Mar/May,2023,2,non_calculator,2,Work out. 0.09 / 0.003,1
0607_m23_qp_22.json,4,angles,high,607,m,Mar/May,2023,2,non_calculator,2,The diagram shows three angles on a straight line. Find the value of x.,2
0607_m23_qp_22.json,5,probability,high,607,m,Mar/May,2023,2,non_calculator,2,"A bag contains 7 black balls, 2 red balls and 4 yellow balls. One ball is chosen at random from the bag. Find the probability that the ball chosen is yellow.",1
0607_m23_qp_22.json,6,solving linear equations,high,607,m,Mar/May,2023,2,non_calculator,2,Solve. 5x - 10 = 3x - 6,2
0607_m23_qp_22.json,7,inequalities,high,607,m,Mar/May,2023,2,non_calculator,2,Solve. 4x - 3 >= 9,2
0607_m23_qp_22.json,8(a),exponents and surds,high,607,m,Mar/May,2023,2,non_calculator,2,"p = 2 * 10^3, q = 8 * 10^-5. Work out the following, giving each answer in standard form. pq",2
0607_m23_qp_22.json,8(b),exponents and surds,high,607,m,Mar/May,2023,2,non_calculator,2,"p = 2 * 10^3, q = 8 * 10^-5. Work out the following, giving each answer in standard form. p / q",2
0607_m23_qp_22.json,9,angles,high,607,m,Mar/May,2023,2,non_calculator,2,The size of one exterior angle of a regular polygon is 24°. Find the number of sides of this polygon.,2
0607_m23_qp_22.json,10,Pythagoras,high,607,m,Mar/May,2023,2,non_calculator,2,"The point A has coordinates (2, 9) and the point B has coordinates (5, 3). Find the length of AB. Give your answer in surd form.",3
0607_m23_qp_22.json,11,simultaneous equations,high,607,m,Mar/May,2023,2,non_calculator,2,"Solve the simultaneous equations. 5x - 2y = 12, 3x + 4y = 2",3
0607_m23_qp_22.json,12,expanding and factorising,high,607,m,Mar/May,2023,2,non_calculator,2,Expand the brackets and simplify. (4x - 3y)(4x + 3y),2
0607_m23_qp_22.json,13(a),sets and Venn diagrams,high,607,m,Mar/May,2023,2,non_calculator,2,Shade the given sets in each of these Venn diagrams. A' U B',1
0607_m23_qp_22.json,13(b),sets and Venn diagrams,high,607,m,Mar/May,2023,2,non_calculator,2,Shade the given sets in each of these Venn diagrams. (A interset B)',1
0607_m23_qp_22.json,14,solving linear equations,high,607,m,Mar/May,2023,2,non_calculator,2,Make x the subject of A = 3(x + y) / x,3
0607_m23_qp_22.json,15,expanding and factorising,high,607,m,Mar/May,2023,2,non_calculator,2,Factorise. 5x^2 - xy - 4y^2,2
0607_m23_qp_22.json,16,mensuration,high,607,m,Mar/May,2023,2,non_calculator,2,The volume of a hemisphere with radius r cm is 16/3 * pi cm^3. Find the value of r.,3
0607_m23_qp_22.json,17,probability,high,607,m,Mar/May,2023,2,non_calculator,2,"An unbiased die is numbered 2, 3, 3, 4, 5, 6. Wendy rolls the die three times. Find the probability that Wendy rolls a prime number at least twice.",4
0607_m23_qp_42.json,1(a),statistics,high,607,m,Mar/May,2023,4,calculator,2,Write down the mode.,1
0607_m23_qp_42.json,1(b),statistics,high,607,m,Mar/May,2023,4,calculator,2,Write down the range.,1
0607_m23_qp_42.json,1(c),statistics,high,607,m,Mar/May,2023,4,calculator,2,Find the median.,1
0607_m23_qp_42.json,1(d),statistics,high,607,m,Mar/May,2023,4,calculator,2,Find the lower quartile.,1
0607_m23_qp_42.json,1(e),statistics,high,607,m,Mar/May,2023,4,calculator,2,Calculate the mean.,2
0607_m23_qp_42.json,2(a),transformations,high,607,m,Mar/May,2023,4,calculator,2,Describe the single transformation that maps triangle A onto triangle B.,2
